0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3041,8.3571,12.965,17.163,19.448,22.748,21.596,29.582,27.961,25.579,21.986,26.067,10.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04084,102.1,135.1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3236,8.3571,12.965,17.222,19.467,22.767,21.264,29.484,27.61,26.243,22.865,26.302,9.9387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04092,102.3,135.1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3431,8.3376,12.965,17.261,19.467,22.767,20.951,29.367,27.239,26.887,23.744,26.555,9.8606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,102.5,135.1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3626,8.3376,12.965,17.32,19.487,22.787,20.463,29.211,26.712,27.883,25.071,26.907,9.7435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04112,102.8,135.1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3822,8.3181,12.965,17.359,19.506,22.806,20.151,29.094,26.341,28.547,25.95,27.141,9.6654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412,103,135.1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4212,8.2985,12.965,17.417,19.506,22.806,19.663,28.938,25.813,29.543,27.258,27.512,9.5482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04132,103.3,135.1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4603,8.2985,12.965,17.476,19.526,22.826,19.194,28.762,25.267,30.519,28.586,27.864,9.4311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04144,103.6,135.1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4798,8.279,12.965,17.534,19.546,22.845,18.706,28.606,24.72,31.515,29.914,28.235,9.3139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04156,103.9,135.1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4798,8.279,12.946,17.573,19.546,22.884,18.784,28.527,24.583,32.12,30.461,28.371,8.8648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04168,104.2,135.1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4798,8.2985,12.946,17.593,19.546,22.924,19.038,28.527,24.622,32.413,30.578,28.391,8.4548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04176,104.4,135.1,1
