0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5886,4.6862,16.05,24.739,29.562,33.058,32.765,29.035,18.862,6.6779,-0.87867,3.749,3.3975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08072,201.8,135,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5886,4.6862,15.953,24.739,29.543,33.058,32.745,29.055,19.741,7.5761,-0.70294,3.4952,3.1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0808,202,135,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5886,4.7058,15.797,24.739,29.543,33.038,32.765,29.055,20.151,8.8258,-0.64436,3.5342,3.2804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08092,202.3,135,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5886,4.7058,15.621,24.72,29.543,33.018,32.784,29.055,20.561,10.095,-0.60531,3.5733,3.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08104,202.6,135,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5886,4.7253,15.523,24.7,29.543,33.018,32.784,29.055,20.834,10.935,-0.58578,3.6123,3.4366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08112,202.8,135,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5886,4.7448,15.347,24.7,29.543,32.999,32.804,29.055,21.225,12.184,-0.5272,3.6514,3.5147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08124,203.1,135,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5886,4.7448,15.25,24.681,29.543,32.979,32.823,29.055,21.498,13.024,-0.50768,3.6904,3.5733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08132,203.3,135,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5886,4.7643,15.074,24.661,29.543,32.96,32.823,29.055,21.908,14.274,-0.4491,3.7295,3.6709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08144,203.6,135,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5886,4.7643,14.976,24.661,29.543,32.96,32.843,29.055,22.182,15.113,-0.42957,3.749,3.7295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08152,203.8,135,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5886,4.7839,14.82,24.642,29.543,32.94,32.843,29.035,22.455,15.972,-0.33194,3.8466,3.8857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08164,204.1,135,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5886,4.7839,14.762,24.642,29.543,32.94,32.843,29.035,22.455,16.031,-0.19526,3.9833,4.0614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08172,204.3,135,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5886,4.7839,14.703,24.642,29.543,32.94,32.823,29.016,22.455,16.089,-0.078104,4.12,4.2371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0818,204.5,135,1
